Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Congo, DR",2.99,3.96,4.79,5.00,4.45,4.17,4.51,3.96,1.67,1.67,1.67,2.22,2.50,2.26,4.33,5.21,7.50,7.92,6.75,9.08,9.92,10.00,10.00,10.00,10.00,8.54,9.46,10.00,9.83,10.00,10.00,10.00,9.67,8.38,8.46,8.54,4.63,7.58,9.42
Costa Rica,4.58,4.17,3.75,3.89,4.17,4.17,4.93,5.83,5.97,5.83,5.63,5.00,5.00,5.65,8.33,9.00,9.50,8.25,7.08,7.46,8.92,8.58,8.33,9.50,9.25,4.92,4.38,8.75,8.92,8.83,8.50,8.42,8.50,9.00,8.58,7.92,2.75,6.92,8.50
Cote d'Ivoire,5.28,5.83,5.56,5.42,4.72,5.35,4.45,5.70,5.21,5.00,4.17,4.17,4.17,6.88,10.00,9.54,8.25,6.33,7.88,6.00,6.88,5.00,7.46,7.08,8.00,9.00,8.75,6.79,9.71,9.96,10.00,10.00,10.00,10.00,10.00,10.00,8.50,9.83,9.58
Croatia,,,,,,,,,,,,,,,,10.00,7.67,9.00,8.67,8.50,8.50,8.50,8.50,9.00,9.50,5.25,2.67,5.00,4.67,4.71,4.50,4.83,6.67,7.00,8.00,8.00,2.00,0.79,8.38
Cuba,,4.79,4.10,3.33,3.33,3.33,3.33,2.78,2.50,2.50,2.50,3.82,5.42,6.99,8.08,7.50,8.58,9.17,7.88,5.75,7.79,8.21,9.42,9.83,9.79,9.50,7.88,8.25,8.04,8.42,7.50,8.17,8.00,6.17,6.75,6.08,2.58,3.96,4.33
Cyprus,,7.50,7.50,7.50,7.50,7.50,7.15,6.67,7.50,6.60,5.83,5.83,6.11,7.25,8.67,9.00,9.21,8.71,8.17,8.00,8.00,8.50,9.00,8.79,8.50,8.50,6.88,6.00,4.63,2.00,1.00,3.17,5.50,5.50,8.50,8.50,2.13,5.33,7.96
Czech Republic,,,,,,,,,,3.33,4.31,5.07,5.97,6.36,6.29,4.58,7.29,8.50,8.63,8.25,8.46,8.79,9.50,9.33,9.17,3.42,5.75,7.00,5.71,4.75,5.92,8.13,8.17,8.17,8.63,8.08,2.13,5.88,7.17
Czechoslovakia,6.19,6.67,6.04,5.70,5.00,4.93,4.17,4.17,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,7.29,7.08,6.60,6.18,5.83,5.83,5.83,6.46,5.56,4.93,4.72,5.21,5.83,6.86,8.29,7.00,7.00,7.08,6.58,6.71,7.25,7.67,7.54,7.67,6.67,3.25,1.54,7.17,5.58,5.67,5.58,6.75,6.83,7.00,7.25,6.75,2.50,5.58,7.92
Dominican Republic,3.61,3.33,3.33,3.13,3.33,3.33,3.96,4.17,4.17,4.17,4.17,4.86,5.00,6.97,10.00,9.75,10.00,9.13,8.46,6.13,4.50,7.88,9.00,9.50,9.33,7.38,7.75,9.00,8.88,8.25,8.75,9.08,9.58,9.42,9.17,9.67,3.88,6.38,9.67
East Germany,7.50,6.81,6.32,5.83,5.83,5.42,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,4.03,3.33,3.33,3.54,4.24,4.17,4.65,4.86,4.58,5.00,4.17,4.10,3.33,5.44,8.08,7.04,5.67,7.88,8.50,8.04,8.67,8.71,8.33,8.50,7.50,2.71,8.17,8.25,9.00,8.79,9.25,7.75,3.50,4.83,6.75,5.63,1.25,4.46,8.21
Egypt,5.21,4.72,3.40,3.33,3.20,1.94,2.01,3.47,5.28,5.83,5.83,5.83,5.83,7.11,9.21,9.13,9.21,9.00,7.38,7.25,8.63,8.79,9.50,9.92,10.00,9.00,9.50,7.83,6.75,7.25,7.50,8.75,8.75,8.75,9.25,9.50,7.25,8.63,9.25
El Salvador,3.96,3.33,3.33,2.64,2.50,2.50,2.50,2.50,3.61,4.17,4.38,5.00,5.00,6.61,9.00,8.92,8.50,7.96,7.50,8.00,8.25,7.00,8.38,8.75,8.25,5.67,7.08,7.13,7.50,7.42,7.00,7.38,7.67,7.50,7.50,7.50,2.33,6.75,8.17
Estonia,,,,,,,,,,,,,,,,8.83,8.92,9.50,9.00,9.00,9.00,9.00,9.00,10.00,8.75,5.00,1.63,8.00,7.63,7.71,8.33,7.50,7.50,7.50,7.92,8.50,2.13,0.83,8.00
Ethiopia,,0.90,0.83,1.53,2.15,3.33,2.99,2.85,1.67,1.67,1.67,2.71,4.45,7.43,10.00,9.25,9.00,9.88,9.63,10.00,10.00,10.00,10.00,9.54,9.83,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.50,8.75,10.00,10.00,8.88,8.13,9.25
Finland,8.61,8.34,7.99,8.20,7.08,6.67,6.46,5.07,4.45,4.17,4.24,5.35,5.21,6.96,9.04,8.38,9.08,8.50,6.75,7.46,7.75,8.00,8.42,8.08,7.88,2.54,3.50,7.71,5.54,5.38,5.25,5.92,6.21,6.92,7.38,6.63,1.67,5.88,7.50
France,5.56,6.88,6.81,6.67,6.67,6.67,6.95,6.18,5.56,4.45,4.31,5.42,5.77,6.39,8.00,7.42,8.50,7.71,6.63,6.46,7.08,7.21,7.21,7.04,6.83,3.29,4.17,6.83,5.38,5.00,5.79,6.29,6.50,6.79,7.00,6.58,1.21,7.92,8.38
Gabon,5.90,5.83,5.42,4.31,4.51,4.38,4.51,4.17,4.17,4.17,3.40,3.33,3.33,5.36,8.50,8.50,7.00,5.42,4.63,7.00,7.08,7.21,7.75,8.63,8.83,6.92,7.83,9.42,8.92,9.96,10.00,9.50,8.58,8.63,8.38,8.08,4.46,4.92,7.79
Gambia,,,5.00,5.00,5.42,4.65,4.58,5.56,5.83,5.00,5.00,2.22,2.36,5.89,8.50,8.96,9.00,9.21,9.42,10.00,10.00,10.00,10.00,9.54,9.71,9.38,9.33,9.50,7.00,7.29,10.00,9.50,9.42,8.00,8.46,8.92,8.38,8.42,9.00
Germany,,,,,,,,6.32,5.28,3.82,3.96,5.21,5.49,6.53,7.96,7.04,8.29,7.08,6.00,5.79,6.96,6.71,7.00,7.25,7.38,2.04,6.50,7.38,5.67,5.88,6.71,6.88,6.71,7.13,7.38,6.42,1.17,7.79,7.13
Ghana,1.88,3.40,4.45,4.17,5.14,5.83,5.83,5.83,5.83,5.83,5.63,4.58,4.17,6.22,8.67,8.58,8.79,8.50,8.71,8.83,9.42,9.50,9.50,9.96,10.00,9.54,9.17,9.96,10.00,10.00,9.25,8.75,9.21,10.00,10.00,9.75,7.42,8.83,8.58
Greece,4.17,3.82,3.33,4.45,5.00,4.72,3.26,2.50,2.92,3.75,4.31,5.14,5.00,6.28,8.46,8.50,8.50,8.92,8.38,8.50,8.54,8.50,8.50,8.38,8.08,4.00,1.58,0.75,0.17,0.75,5.29,5.25,4.08,6.33,7.00,7.17,1.50,8.04,8.67
Guatemala,4.58,2.92,2.50,2.71,3.75,4.17,4.03,4.10,4.86,4.51,4.17,5.28,5.83,7.13,9.08,8.63,9.00,8.54,7.54,7.88,8.08,8.50,8.50,8.96,9.00,7.13,6.71,7.67,8.33,8.50,8.50,8.50,8.50,8.50,8.50,8.50,4.50,5.83,9.00
Guinea,2.60,3.33,3.82,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.45,6.47,9.29,9.50,9.50,8.75,8.50,8.75,8.75,8.50,9.13,9.13,8.67,8.25,7.58,8.58,9.00,9.00,9.21,6.75,8.42,9.25,9.79,10.00,7.96,9.21,9.29
Guinea Bissau,,,3.82,3.33,3.82,4.45,5.00,5.00,5.00,5.00,5.00,5.00,5.00,6.40,8.71,9.21,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.50,8.67,7.00,7.83,8.50,8.83,8.75,8.21,8.04,9.25,9.17,9.42,9.17,5.00,5.38,8.92
Guyana,3.33,3.33,3.33,3.33,3.61,4.17,4.17,5.00,5.00,5.00,5.00,5.00,5.00,6.71,9.88,7.67,7.08,7.83,7.13,6.92,7.08,6.83,7.46,9.00,8.75,6.83,7.00,8.46,9.38,9.08,9.25,8.54,9.00,8.67,8.50,8.83,9.08,10.00,10.00
Haiti,3.33,3.33,2.99,2.29,0.83,0.83,0.83,1.39,0.83,0.83,0.97,2.22,2.71,5.19,8.00,7.00,7.50,7.50,4.92,4.50,5.46,4.83,7.58,8.25,8.50,7.08,5.83,6.00,9.92,8.79,8.79,8.04,7.79,6.75,7.25,6.58,1.96,3.88,4.88
Honduras,4.51,4.17,4.17,4.17,3.96,4.17,4.58,5.00,5.00,5.00,4.79,4.17,4.17,6.08,8.42,5.33,6.50,8.25,8.58,5.88,8.08,8.92,9.00,9.04,8.83,6.63,6.17,8.13,8.50,8.46,8.21,8.50,8.50,8.50,8.50,8.50,3.63,8.33,8.79
Hong Kong,5.21,5.83,6.25,6.53,5.83,5.00,2.50,3.82,5.70,5.83,5.83,5.21,5.63,7.26,5.71,3.79,9.13,8.21,6.88,7.92,9.75,9.50,9.25,9.50,9.04,2.63,4.17,9.92,8.00,8.00,8.08,7.54,7.46,7.83,8.00,7.25,2.92,8.50,7.00
Hungary,7.50,6.60,5.00,4.93,4.72,5.56,4.72,3.68,3.82,4.17,4.17,4.65,5.83,6.76,8.83,8.54,9.21,9.33,8.50,8.63,8.50,8.50,8.83,7.88,7.67,2.50,3.00,6.00,4.83,5.04,7.08,8.13,7.96,8.17,8.50,8.75,2.96,7.83,8.96
Iceland,6.88,5.83,5.83,5.83,5.83,5.07,4.79,4.17,4.17,3.68,3.33,4.24,5.63,6.63,8.71,8.83,8.50,7.08,5.38,6.25,7.92,8.50,8.50,6.25,5.04,0.42,3.83,3.00,5.08,7.33,7.58,8.25,7.83,8.00,9.50,7.71,1.38,0.75,8.63
India,5.42,5.83,5.83,5.83,5.83,4.93,4.03,3.40,4.17,4.17,4.58,5.00,5.00,7.08,9.46,9.04,9.92,9.46,9.50,9.54,10.00,10.00,10.00,10.00,10.00,9.75,10.00,10.00,9.96,9.71,9.50,9.92,9.38,10.00,10.00,10.00,4.79,9.21,10.00
Indonesia,5.42,5.70,4.24,4.17,4.17,5.14,6.95,7.43,5.90,5.83,5.28,5.00,6.18,7.74,3.13,1.08,7.83,8.75,8.50,8.50,9.00,9.29,9.50,9.88,9.88,8.04,9.13,9.54,9.50,9.71,9.50,9.25,9.00,9.46,9.25,9.25,6.29,6.21,9.08
Iran,4.17,4.17,4.17,4.17,4.03,2.78,3.47,5.56,4.72,4.17,4.17,4.17,4.38,6.61,7.71,5.83,8.50,9.54,8.75,9.17,9.33,9.79,9.50,9.21,9.50,6.33,6.88,7.13,5.08,4.83,7.08,6.58,8.83,9.42,8.46,1.75,0.00,7.38,8.25
Iraq,2.85,4.38,5.83,5.49,4.31,3.33,2.78,1.67,0.90,1.67,1.88,2.85,4.03,4.96,6.58,6.92,7.50,8.00,7.08,2.63,8.75,6.75,7.75,7.96,10.00,9.25,9.42,9.08,10.00,9.88,8.67,6.83,8.58,5.67,6.50,8.04,2.67,4.21,9.38
Ireland,6.95,6.67,6.67,6.67,6.67,6.60,5.63,5.49,4.79,4.17,4.93,5.56,6.53,8.47,10.00,10.00,10.00,9.79,8.38,8.75,8.50,9.08,9.21,9.50,8.13,2.33,0.58,4.25,4.58,5.75,7.00,8.67,9.08,8.71,8.75,8.67,2.38,6.75,9.33
Israel,4.58,4.31,5.14,5.63,4.86,3.33,3.33,3.89,5.83,5.83,5.83,5.83,5.00,6.46,7.79,7.21,8.54,7.71,6.00,5.08,7.96,8.50,8.88,9.25,9.00,4.88,8.08,8.75,7.88,7.88,8.13,8.42,8.08,8.42,8.50,8.50,2.25,7.75,9.25
Italy,7.08,6.46,6.39,7.08,6.18,6.67,6.25,4.24,3.96,3.33,4.10,4.45,5.56,6.22,7.21,6.92,8.04,7.67,6.54,6.38,6.50,6.04,6.50,7.00,6.21,2.67,3.71,5.75,3.00,3.58,4.96,5.92,6.00,6.33,6.50,5.83,1.38,7.00,9.63
Jamaica,3.61,3.13,2.50,3.47,5.00,5.00,5.07,6.60,6.60,5.21,5.00,5.00,5.00,5.95,7.00,7.00,4.00,7.04,7.38,7.13,6.92,7.42,7.50,8.33,7.92,2.67,2.79,5.67,6.17,5.63,6.46,7.00,7.29,7.00,7.00,6.92,2.13,4.50,8.42
Japan,9.17,8.89,8.34,7.43,8.34,8.34,7.36,5.56,4.38,4.17,4.51,5.00,5.49,6.81,6.50,5.54,6.63,6.42,4.58,5.96,7.67,6.71,7.83,7.88,6.33,2.75,7.00,6.58,6.29,6.75,6.75,6.42,6.08,6.42,6.75,6.08,2.00,6.88,7.58
Jordan,6.67,5.49,5.00,4.86,3.26,1.67,1.67,1.04,4.24,5.00,5.00,5.00,5.28,7.43,9.63,7.63,8.50,9.00,9.00,9.50,9.50,9.50,9.50,9.50,9.50,9.38,7.71,7.67,8.00,8.00,8.21,8.50,7.50,7.38,8.00,7.42,2.83,2.00,7.50
Kazakhstan,,,,,,,,,,,,,,,,5.83,7.50,9.54,10.00,10.00,10.00,10.00,10.00,10.00,10.00,6.79,8.08,9.63,9.54,9.75,9.42,7.00,5.46,7.33,8.50,8.50,3.79,8.71,8.04
Kenya,4.58,5.63,5.83,5.56,5.42,5.56,5.42,4.51,5.35,4.58,4.17,4.17,4.17,5.95,7.63,6.96,6.92,6.88,7.25,7.42,7.88,8.17,9.33,9.58,8.88,8.83,8.79,9.42,9.50,9.25,9.42,9.38,9.63,9.67,9.50,9.50,6.21,9.50,9.25
"Korea, DPR",,5.00,5.00,5.00,4.31,4.17,3.40,3.13,2.50,2.50,2.50,2.50,2.92,2.89,0.83,0.00,2.50,2.00,2.00,7.00,7.00,8.00,8.00,8.00,6.67,3.88,2.88,6.92,5.00,5.00,5.25,6.63,7.00,7.17,6.67,2.67,3.50,3.79,6.75
Kuwait,6.67,6.67,6.67,6.67,6.95,6.46,5.21,1.53,5.83,5.83,5.83,5.77,6.46,6.92,7.33,4.54,8.00,7.79,5.42,7.63,8.08,8.46,9.67,9.13,9.75,7.33,8.00,8.38,9.50,8.67,8.08,6.88,6.13,6.50,7.04,7.92,3.42,7.75,9.54
Latvia,,,,,,,,,,,,,,,,9.08,9.00,9.13,9.00,9.58,10.00,10.00,10.00,10.00,9.58,0.33,2.25,3.00,5.33,7.75,9.00,8.17,8.00,8.00,8.42,8.25,2.00,0.79,9.00
Lebanon,3.20,2.50,2.50,2.36,1.67,1.04,0.90,1.67,3.33,3.33,4.24,5.00,5.14,7.22,10.00,9.00,10.00,10.00,9.00,8.50,8.08,7.50,7.50,9.50,9.08,8.79,10.00,8.83,6.50,7.13,7.00,7.04,7.50,7.50,7.50,7.00,1.38,0.75,3.75
Liberia,4.65,3.33,2.22,1.67,1.81,1.67,1.32,0.42,0.00,0.00,0.83,0.83,0.90,3.35,6.50,7.42,9.38,10.00,8.50,5.83,7.50,8.96,10.00,10.00,10.00,10.00,10.00,9.83,9.50,9.71,10.00,7.00,8.50,8.83,9.17,8.00,3.63,3.50,9.00
Libya,3.89,4.17,4.17,4.17,4.03,3.33,3.61,5.28,5.56,5.00,5.00,5.00,5.00,5.60,6.46,4.00,8.50,9.25,8.38,8.46,8.46,8.88,9.92,10.00,9.83,8.75,8.92,7.33,10.00,10.00,2.38,0.42,0.42,3.13,10.00,9.33,2.25,6.67,9.13
Lithuania,,,,,,,,,,,,,,,,7.75,9.00,8.83,9.00,9.00,9.58,10.00,10.00,10.00,9.88,7.79,1.67,4.00,5.50,7.21,8.25,8.04,7.79,7.71,8.38,8.21,2.00,0.71,7.38
Luxembourg,,7.50,7.50,7.50,7.99,8.34,8.34,8.34,8.34,7.78,7.50,7.50,7.92,8.08,8.46,8.46,9.00,8.29,8.04,8.00,7.71,7.50,7.50,8.42,8.50,6.63,5.00,6.17,8.00,6.75,6.75,7.67,8.00,8.75,8.67,8.08,2.63,4.33,9.00
Madagascar,,3.33,3.82,4.17,4.65,5.63,5.83,5.83,4.17,4.17,4.17,4.17,3.75,5.14,9.00,9.00,9.00,9.75,7.71,6.50,9.13,10.00,9.50,9.50,9.83,10.00,7.00,5.33,6.67,8.00,8.38,9.25,8.50,8.50,9.50,9.50,6.50,5.83,9.50
Malawi,5.00,4.72,4.51,4.17,3.96,5.35,5.83,5.83,5.00,4.17,4.17,4.17,4.17,6.29,9.50,9.33,9.00,8.50,7.17,6.50,6.50,6.50,10.00,9.54,9.75,10.00,10.00,10.00,9.58,9.00,9.58,9.42,8.71,8.96,9.50,9.13,7.25,6.67,8.17
Malaysia,6.25,6.18,5.00,4.17,4.17,4.17,6.11,7.85,6.88,6.04,5.83,5.83,5.97,7.54,5.58,4.92,9.79,9.04,7.79,8.75,9.79,9.54,9.50,9.58,9.83,6.04,7.58,9.21,8.58,8.96,9.29,9.29,9.21,9.08,9.50,9.17,4.29,5.96,8.83
Mali,2.50,2.50,2.50,2.50,2.92,3.33,4.65,5.00,5.00,5.00,4.24,4.17,4.17,6.15,9.33,9.50,9.42,6.92,5.50,5.50,7.50,10.00,10.00,9.50,9.33,8.83,8.58,9.13,9.50,9.04,9.92,9.08,9.00,9.46,9.50,9.13,7.50,8.00,9.00
Malta,,,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,7.01,8.50,8.08,8.50,8.50,8.50,8.46,8.29,8.50,8.50,7.13,7.29,6.00,3.00,4.00,7.50,6.92,6.71,7.13,7.63,8.75,10.00,9.00,2.88,5.25,9.08
Mexico,5.07,5.42,3.68,3.96,5.14,5.90,6.67,6.67,6.18,5.83,5.83,3.82,4.79,7.35,9.42,8.13,9.25,7.67,6.88,7.46,8.25,8.50,8.21,8.63,7.46,1.92,7.29,9.00,8.58,8.50,8.42,8.21,7.75,7.25,7.50,6.75,1.38,8.75,7.00
Moldova,,,,,,,,,,,,,,,,0.00,1.00,9.50,9.75,9.00,9.25,9.50,9.50,8.58,8.50,7.79,3.33,8.00,8.25,8.54,9.00,8.50,6.00,8.25,9.00,9.00,4.13,5.75,6.17
Mongolia,,,4.17,3.89,4.03,4.17,4.17,5.42,4.03,3.33,3.33,3.33,4.38,6.10,8.50,8.50,8.50,8.00,6.50,6.50,7.54,9.00,9.50,10.00,10.00,9.63,8.13,10.00,10.00,10.00,10.00,10.00,10.00,8.50,8.00,10.00,6.00,7.21,7.83
Morocco,5.00,3.47,2.50,2.57,4.17,6.11,5.83,5.49,6.11,5.83,5.07,4.72,4.17,4.96,7.54,8.88,9.21,9.75,8.54,9.00,8.96,7.50,9.17,8.63,9.08,8.08,8.46,8.67,8.29,8.25,8.71,8.92,8.21,8.50,8.58,8.33,2.88,7.13,7.25
Mozambique,,3.54,3.33,3.61,4.24,5.42,5.83,5.28,3.54,1.67,1.67,2.50,2.50,5.35,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.92,9.08,10.00,10.00,10.00,10.00,10.00,9.63,9.25,8.25,8.00,7.50,7.79,8.29
Myanmar,3.47,4.17,3.54,3.13,1.88,0.49,0.00,0.00,1.18,1.67,2.57,3.68,5.28,5.85,8.33,6.83,7.50,7.92,8.00,7.92,6.00,6.29,7.67,9.50,8.50,4.75,6.58,8.88,9.13,9.83,10.00,10.00,10.00,10.00,10.00,10.00,8.00,1.75,5.25
Namibia,,,,,,,5.83,5.83,5.49,5.00,5.00,3.61,4.38,6.61,9.00,9.00,9.00,8.25,8.00,8.00,8.21,8.50,8.50,8.96,9.00,8.67,6.46,8.50,8.50,8.71,9.00,9.29,9.25,8.38,6.75,6.25,3.04,1.58,8.00
