Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Costa Rica,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.50,2.96,2.50,2.50,2.17,1.50,2.00,2.00,2.00,2.00,2.00,2.33,2.50,2.54,3.00,3.00,3.17,2.79,2.50,2.50,2.50,2.50
Cote d'Ivoire,2.25,3.00,3.00,3.00,3.00,3.00,3.00,3.83,4.00,4.00,4.00,4.00,3.00,2.00,2.00,2.00,2.08,3.00,3.00,3.00,2.50,1.50,1.50,1.54,2.42,2.50,2.13,2.00,1.67,1.50,1.58,2.00,2.00,2.00,2.00,2.00,2.00,2.04,2.50
Croatia,,,,,,,,,,,,,,,,2.00,2.67,3.83,3.00,3.00,3.00,2.50,2.50,2.50,2.50,2.50,2.92,3.00,2.33,2.00,2.08,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
Cuba,,3.00,3.00,3.00,3.00,3.00,2.92,3.00,3.00,3.00,3.00,3.00,3.00,2.67,2.00,2.00,2.00,2.29,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.88,3.00,2.67,2.50,2.50,2.50,2.50,2.83,3.00,3.00,3.00,3.17,3.00
Cyprus,,3.00,3.00,3.00,3.00,3.00,3.00,3.58,4.50,5.00,5.00,5.00,5.00,5.00,4.83,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.67,3.50,3.50,3.50,3.21,3.00
Czech Republic,,,,,,,,,,4.67,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.83,2.88,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.54,3.00,3.00,3.00,3.00,2.83,3.00,3.00,3.00
Czechoslovakia,4.00,4.00,4.00,4.00,4.00,4.00,4.75,5.00,5.00,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,
Denmark,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.42,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.42,5.50,5.50,5.92,6.00,6.00
Dominican Republic,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.33,4.00,4.00,4.00,4.00,3.67,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.67,1.50,1.71,2.00,2.00,2.13,2.00,2.00,2.00,1.71,1.50
East Germany,5.00,5.00,5.00,5.00,5.00,5.00,5.56,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,
Ecuador,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.42,3.42,3.00,3.00,3.00,2.75,1.63,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.63,2.50,2.50,2.50,2.46,2.00,2.00,2.00,2.00,2.46,2.50,2.46,2.00
Egypt,1.67,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.08,4.00,4.00,3.83,2.08,2.00,2.00,2.00,2.00,1.96,1.50,1.50,1.50,1.50,1.75,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
El Salvador,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.17,3.00,3.00,3.00,3.00,3.67,4.00,4.00,4.00,3.75,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.17,2.00,2.04,2.50,2.42,2.00,2.00,2.00,2.42,2.00,2.00
Estonia,,,,,,,,,,,,,,,,5.00,5.00,4.42,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.33,3.50,3.54,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
Ethiopia,,3.00,3.00,3.00,3.00,3.00,3.00,2.83,1.75,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.67,1.83,2.00,2.00,2.00,2.00,2.00,2.13,2.50,2.25,2.00
Finland,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.67,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50
France,6.00,6.00,5.83,5.00,5.00,5.00,5.00,5.67,6.00,6.00,5.67,4.00,4.00,4.00,4.00,3.25,3.00,3.00,3.00,3.00,3.00,3.50,3.50,4.38,5.00,5.00,4.79,4.50,4.50,4.13,4.04,4.50,4.50,4.17,4.00,4.00,4.00,4.00,4.00
Gabon,2.00,2.42,2.00,2.00,2.00,2.00,2.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.92,2.00,2.38,2.29,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.79
Gambia,,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.58,3.83,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.88,2.50,2.29,2.04,2.50,2.50,2.50,2.50,2.17,2.00,2.00,2.00,2.00,1.67,1.58,2.33,2.50,2.38,2.50
Germany,,,,,,,,5.00,5.67,6.00,6.00,6.00,5.58,5.00,5.00,4.92,4.00,4.00,4.00,4.21,4.50,4.54,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Ghana,1.58,2.00,2.00,2.00,2.08,3.92,4.00,3.50,3.00,3.00,3.00,3.00,3.00,3.00,2.08,2.00,2.00,2.92,2.50,2.50,2.50,1.96,1.50,1.50,1.50,1.50,2.25,2.50,2.50,2.50,2.54,3.00,3.00,2.67,2.92,3.00,3.00,3.00,3.00
Greece,3.00,3.42,4.00,4.08,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.58,2.50,2.50,2.50,2.67,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.04,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.33
Guatemala,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,4.00,4.00,4.00,4.00,3.83,1.83,1.50,1.50,1.50,1.50,1.50,1.71,2.00,2.00,2.00,1.75,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.71,1.50
Guinea,3.00,3.00,3.00,2.92,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.42,3.00,3.00,3.00,3.00,3.00,3.00,2.54,2.50,2.50,2.00,2.00,2.00,1.63,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50
Guinea-Bissau,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.67,1.50,1.46,1.00,1.00,1.00,1.00,1.38,2.00,2.00,2.08
Guyana,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.08,2.67,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.58,2.00,2.00,2.00,2.00,2.00,1.67,1.50,1.50,1.50,1.92,2.17,2.50,2.50,2.50,2.50,2.50
Haiti,0.00,0.00,0.83,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.92,2.75,3.00,2.08,2.00,2.00,1.17,1.00,1.00,1.50,1.92,1.42,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.38,1.50,1.50,1.50,1.21,1.00
Honduras,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.92,2.42,2.50,2.42,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.67,1.50,1.63,2.50,2.50,2.17,2.25,2.46,2.00,1.71,1.50
Hong Kong,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.50,2.83,2.25,3.25,3.17,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.38,4.50,4.50,4.04,4.00,4.00,4.00,4.33,4.50,4.50,4.42,4.00,4.00
Hungary,4.00,4.00,4.00,4.00,4.00,4.00,4.75,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.92,3.17,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.71,2.50
Iceland,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.83,5.00,4.58,4.50,5.50,5.50,5.50,5.50,5.50,5.50,5.50,5.17,5.00,4.83,5.00,5.00,5.00,5.00,4.96,4.50,4.50,4.50
India,3.00,3.00,3.00,3.00,3.00,2.67,2.00,2.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.25,1.50,1.50,2.21,2.50,2.50,2.50,2.50,2.50,2.50,2.00,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50
Indonesia,1.00,1.00,0.33,0.00,0.00,0.00,0.33,2.00,2.67,3.00,3.00,3.00,3.00,2.42,1.25,1.08,1.92,1.00,1.00,1.00,1.00,1.00,2.33,3.04,3.58,3.83,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,6.00,3.00,3.00,2.75,2.00
Iran,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.83,2.42,3.75,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.96,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.58,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50
Iraq,2.67,3.00,3.00,3.00,3.00,2.25,2.00,1.17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.83,1.38,1.00,1.00,1.00,1.00,1.29,1.50,1.50,1.17,1.00,1.00,1.00,1.00,1.00,1.00,1.42,1.71,2.00,2.00
Ireland,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.75,3.00,2.08,2.00,2.25,3.50,3.50,2.83,3.67,3.88,3.50,3.50,3.50,3.50,3.50,3.83,4.00,4.04,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50
Israel,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,3.00,3.00,3.00,3.00,3.00,3.58,3.17,3.00,3.00,3.00,3.00,3.00,3.42,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.13,3.00,3.00
Italy,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.17,3.00,3.00,3.58,4.00,3.67,3.00,3.00,2.92,2.50,2.50,2.46,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.83,3.00,3.00,3.00,3.00,3.00
Jamaica,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.67,3.00,3.00,3.00,3.00,3.00,3.00,2.83,2.00,1.92,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.88,2.00,2.00,2.00,2.00,2.46,2.50,2.50,2.50,2.50,2.50,2.50,2.50
Japan,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.42,2.17,2.08,3.00,3.08,3.50,3.50,3.50,3.50,3.50,3.00,3.00,3.00,4.25,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.21,4.00,4.00,4.00,4.00
Jordan,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.17,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.67,2.50,2.54,3.00,3.00,3.00,3.00,3.00,3.00,2.63,2.50
Kazakhstan,,,,,,,,,,,,,,,,3.00,2.67,1.92,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.92,3.00,3.50,3.96,4.00
Kenya,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.67,2.00,2.00,2.00,2.00,2.17,3.46,2.50,0.96,0.50,0.50,0.50,0.75,1.63,2.00,1.67,1.50,1.50,1.50,1.63,1.67,1.75,2.38,2.50,2.50,2.50
"Korea, DPR",,5.00,5.00,5.00,5.00,5.00,5.00,4.50,3.00,3.00,3.00,3.00,2.50,2.00,2.00,2.00,2.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Kuwait,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.00,2.58,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,2.50,2.71,3.00,3.00,3.00,3.00,3.00,2.67,2.50,2.54,3.00,3.00,2.67,2.50,2.50,2.50,2.50,2.63
Latvia,,,,,,,,,,,,,,,,3.00,3.00,2.83,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.33,2.50,2.54,3.00,3.00,3.33,2.79,2.50,2.50,2.50,2.50
Lebanon,3.00,3.00,3.00,3.00,3.00,1.42,1.00,1.33,2.00,2.58,4.00,4.00,1.75,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.83,2.00,1.67,1.50,1.50,1.88,2.00,1.67,1.50,1.50,1.50,1.50,1.83
Liberia,1.00,1.00,1.00,1.00,0.92,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.08,2.50,3.25,2.00,1.92,2.17,2.00,2.33,2.50,2.50,2.88,2.63,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.25,2.00,2.29,2.25,2.00
Libya,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.67,2.00,2.00,2.00,1.50,1.50,1.50,1.50,1.50,1.50,1.58,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Lithuania,,,,,,,,,,,,,,,,3.00,3.00,2.92,2.50,2.50,2.50,2.50,2.21,2.00,2.00,2.00,2.00,2.00,2.33,2.50,2.58,3.50,3.50,3.42,3.00,3.00,3.00,3.00,3.00
Luxembourg,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.17,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Madagascar,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.67,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.25,3.00,2.33,2.00,2.00,2.00,2.00,1.67,1.50,1.50,1.50,1.50,1.50
Malawi,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.92,2.04,2.00,2.00,2.00,2.00,1.88,1.50,1.50,2.21,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.50,3.00,2.33
Malaysia,5.00,5.00,4.33,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.75,3.00,3.00,2.67,2.50,2.50,2.50,2.42,2.38,2.83,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.67
Mali,1.00,1.00,1.00,1.00,1.00,1.50,2.00,1.75,1.00,3.00,3.00,3.00,3.00,2.67,2.00,2.00,2.00,2.00,2.33,3.00,2.25,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.67,1.50,1.54,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
Malta,,,3.00,3.00,3.00,3.00,3.00,3.83,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.50,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.04,3.00,3.00,2.71,2.50
Mexico,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.50,2.42,3.00,2.00,2.83,3.42,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.29,2.50,2.33,2.00,2.00,1.92,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50
Moldova,,,,,,,,,,,,,,,,2.00,2.00,1.92,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.92,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.04,2.50
Mongolia,,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.25,3.00,2.83,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.33,2.50,2.08,2.00
Morocco,2.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.50,2.92,3.00,3.00,3.00,3.00,3.00,2.33,2.00,2.04,2.50,2.58,3.00,3.00,3.00,3.00,3.00,3.00
Mozambique,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.17,2.00,1.67,1.50,1.50,1.50,1.50,1.67,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.08
Myanmar,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.83,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.38,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.63,2.00,2.00,2.00,2.00,1.75,1.50
Namibia,,,,,,,3.00,3.75,4.00,5.00,5.00,5.00,4.50,3.58,3.00,3.00,3.00,2.67,1.58,1.50,1.50,1.50,1.50,1.50,2.50,2.50,2.88,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
